7388274673,https://vancouver.craigslist.org/rds/apa/d/surrey-north-4bedrooms-full-house-for/7388274673.html,"$3,000",4,,49.194800,-122.813100,25,154a near 112,,"Rent $3,000 per month, plus hydro, Gas, & water bills.

The ground floor has a large living room, a room and one full washroom.

The upper floor has three bedrooms, one full washroom and one-half toilet.

For more details contact through mobile-only

JARNAIL GILL show contact info
",2021-10-01T14:37:42-0700,2021-10-15T11:42:23-0700,,,2021-10-17T17:13:15.597Z
7383765181,https://vancouver.craigslist.org/rds/apa/d/surrey-east-bedroom-bath-basement-for/7383765181.html,"$1,600",2,,49.079100,-122.755300,25,6324,,Spacious 2 bedroom 1 bath basement with separate kitchen and a patio!!,2021-09-21T22:04:51-0700,2021-10-11T20:59:43-0700,,,2021-10-17T17:13:17.162Z
7386805837,https://vancouver.craigslist.org/pml/apa/d/coquitlam-electric-vehicle-charging/7386805837.html,"$1,875",1,634,49.275724,-122.823827,5,3370 Dewdney Trunk Road,,"Inlet Station Apartments is a brand-new rental property coming to Port Moody in September 2021! No need to rely on a car as this brand-new rental property is within walking distance of several amenities, retail shops, and transit. Roughly 400-meters (a 5-minute walk); at the end of Dewdney Trunk Road, residents benefit from the convenience of a new Metro Vancouver regional light rapid transit station - easily connecting them from Downtown Vancouver through Coquitlam! As an added bonus, Inlet Station Apartments is only 700-metres (a 9-minute walk) to retail and groceries at Suter Brook Village and 1 kilometre (a 15-minute walk) to Moody Centre, with access to the Port Moody Library and Recreation Complex.

Inlet Station Apartments offers diverse renting options, including one, two or three-bedroom apartment homes - perfect for residents looking to downsize! The suites range in size from 625 sq. ft. for 1-bedrooms, 750 sq. ft. for Junior 2-bedrooms, 850 sq. ft. for standard 2-bedrooms and up to 1,066 sq. ft. for 3-bedrooms. All units offer a private outdoor space in the form of usable decks, patios and/or balconies. With the property ideally located within walking distance of a variety of local amenities, retail shops and transit there will also be below-grade parking spaces available.

-Playground
-5 minute walk to Metro Vancouver's regional light rapid transit system
-Quartz countertops
-Closet organizers
-Bike storage
-Luxury vinyl plank flooring
-Private balconies
-3 Elevators
-On-Site Management
-Roller blinds
-Smart tech USB charging outlets
-1, 2 and 3 bedroom suites

Call: show contact info

For more information, visit us at: https://liverealstar.com/w2sebwrt/inlet-station-apartments

A Pet-Free Property",2021-09-28T12:09:00-0700,2021-10-15T22:15:31-0700,,,2021-10-17T17:13:18.935Z
7385139049,https://vancouver.craigslist.org/van/apa/d/vancouver-bdr-new-york-style-loft/7385139049.html,"$6,000",3,2860,49.277900,-123.090800,25,,,"GORGEOUS 3 BDR NEW YORK STYLE LOFT-

ADDRESS: #31 - 120 POWELL Downtown VW, Vancouver
Price:$6000
Listing Brokerage: Coldwell Banker Prestige Realty
Sq Ft.:2868
Bedrooms:3
Bathrooms:2
Pets: neg

Amenities: spacious heritage loft, common roof top patio, large balcony, close to restaurants, cafes & shops, 2 secure parking stalls
Enjoy the best of Gastown: the historic Pilkington House, converted into 6 gorgeous units in 1991. This New York style loft is just steps away from fine dining, pubs and retail stores make this offering truly a unique living space. Concrete floors, exposed brick, and wood beams enhance the huge open floor plan. Corner Suite #31 also features 12 large opening windows on the west side of the building, with six more 'hopper' windows on the north-facing wall. Truly fabulous and inviting - this home has all the modern upgrades while still maintaining its old-world charm. Renovated bathrooms, 9' foot ceilings, high-end appliances, gas range, designer lighting, and built-in cabinetry. One of a kind! The Loft is leased UNFURNISHED. 12-month lease minimum. Please leave your contact number by email or text and let me know your availability to view and the number of intended occupants. 12-month lease minimum.
If interested, to speed up the process, please reply with information about:- 1. job of all occupants, 2. how many people move in, 3. your full name, 4. how many pets (if any), 5. what kind of pets (please send photo), 6. why you want to make a move, 7. start date, 8. how long you want to rent this for? 9. cell number for easy communication. Call to view.
CONTACT: Peter Coppard Cell: show contact info
Licensed Property Manager & REALTOR
Coldwell Banker Prestige Realty 310-638 Broughton Street, Vancouver, BC, V6G 3K3
--------------------------------------------------------------------------------------------------------------------------------------- Property Professionally Marketed by Coldwell Banker Prestige Realty. There are no additional fees or charges to apply or rent an apartment through Coldwell Banker Prestige Realty. We are licensed with the Real Estate Council of British Columbia and simply act as the landlord/marketer for the owner. ---------------------------------------------------------------------------------------------------------------
Website:www.petercoppard.com fill out the contact page, and let us get to work for you.
Property Owners, please feel free to contact me to inquire if there are any renters in our database searching for a rental home that matches your property. Website:www.petercoppard.com",2021-09-24T17:12:25-0700,2021-10-16T17:08:09-0700,,,2021-10-17T17:13:20.635Z
7387884179,https://vancouver.craigslist.org/rch/apa/d/richmond-bdr-unfurn-wall-centre-richmond/7387884179.html,"$2,000",2,869,49.183600,-123.116800,25,,,"2 BDR WALL CENTRE RICHMOND (CONDOMINIUM)
Price:$2000
Listing Brokerage: Coldwell Banker Prestige Realty
Sq Ft.: 869
Bedrooms:2
Bathrooms:2
Pets: No

Amenities: balcony, secure U/G parking, equipped gym (with small fee), lounge, steps to shopping, restaurants & transit.
Settle into a bright, spacious 2-bedroom apartment in North Richmond. This bright southeast-corner unit features a contemporary kitchen with stainless steel appliances, floor-to-ceiling windows, slatted window blinds, and in-suite laundry. Open-concept living space with a gourmet kitchen, granite counters & storage space, lots of natural light into the living room. White-tiled bathroom equipped with a shower/tub combination boasting neutral-colored walls. Parking is included. Amenities; bike room, party/meeting room, a gym, pool & hot tub are available through the adjoining hotel Westin Wall Centre for $50/month. A minimum 12-month lease. Viewings by appointment. Available November 1st, 2021. Managed by Coldwell Banker Prestige Realty. Sorry-No Pets.
CONTACT: Peter Coppard Cell: show contact info
Licensed Property Manager & REALTOR
Coldwell Banker Prestige Realty 310-638 Broughton Street, Vancouver, BC, V6G 3K3
Website:www.petercoppard.com",2021-09-30T17:36:24-0700,2021-10-16T17:07:51-0700,,,2021-10-17T17:13:22.318Z
7392926003,https://vancouver.craigslist.org/bnc/apa/d/burnaby-burnaby-metrotown-chancellor/7392926003.html,"$2,500",2,,49.225120,-122.995055,5,(google map),,"Metrotown 2 bedroom 2 bath apartment

Polygon in the HEART OF METROTOWN.
You’ll love the AMAZING views of the Deer Lake and Fraser River

EVERY ROOM HAS VIEW!
Just ONE BLOCK from The Bay Metrotown on 21th floor

Building amenities include an inviting bright exercise centre, yoga centre, lounge and a small park outside of the ground level.

Steps to Bonsor Community Centre, minutes of walk to Metrotown and surrounded by hundreds of shops, restaurants, cinema, Burnaby library, Central Park, Crystal Mall, and everything you need!

Walking distance to
Marlborough Elementary and
Burnaby South Secondary

5 Minutes drive to Moscrop Secondary and BCIT.
20 mins to SFU campus

Available November 1st
Unfinished
One year lease
Tenant Insurance required
No pets / No Marijuana

Please text show contact info to book a viewing
",2021-10-11T20:57:30-0700,2021-10-16T12:27:58-0700,,,2021-10-17T17:13:23.904Z
7392925807,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-douglas-college/7392925807.html,$950,1,,49.205021,-122.905619,5,(google map),,"328 Clarkson street New Westminster

Furnished Queen size room for rent

With River view

Pair with fridge in your own room

$950/ month utilities, internet included

Available Now

Apartment has Gym / Jacuzzi

1 mins walk to Columbia skytrain
6 mins to Surrey SFU campus
10 mins to Metrotown shopping mall
20mins to BCIT , SFU

Please text show contact info for viewing

Minimum 6 month lease
No marijuana ! No pets",2021-10-11T20:56:27-0700,,,,2021-10-17T17:13:25.618Z
7392918656,https://vancouver.craigslist.org/rds/apa/d/surrey-ground-level-spacious-bedroom/7392918656.html,,,,,,,,,,,,2021-10-17T17:13:27.231Z,This posting has been deleted by its author.,2021-10-17T17:13:27.231Z
7391162349,https://vancouver.craigslist.org/van/apa/d/vancouver-boho-duplex-with-beautiful/7391162349.html,"$5,000",3,1650,49.275430,-123.060656,5,parker st near templeton dr,,"This 2 bed / 2 bath and loft, is a 3 story duplex, locate walking distance to Commercial Drive and Hasting Sunrise shops.

This eclectic architectural house, has high ceilings, as well as an open walkway on the second floor, looking down to the dining room. It has a spit level main floor, with hardwood floors and patios in both front and back.

There’s a tall cathedral-like window in the dining room and the living room has a pop up ceiling and big, high, North facing windows.

Gas fire place and french doors opening up onto a small private patio space, make this space cozy and relaxing.

The master bedroom is a bright, South facing room and has a big picture window (plants love it). There is a large separated closet space, which leads to the en-suite.

The main bathroom has a skylight and a big tub.

One of the most striking and bright spaces in the house is the third floor, which is one long loft space. It has angled ceilings on either end and a great view of the sunrise, through a large diamond shaped window. There is a small south facing deck off of this space.

Very cute home.

Ample street parking, no restrictions.

Upscaledigs c/o Easyrent
204-2590 Granville St.
Vancouver, BC",2021-10-07T22:54:41-0700,2021-10-14T21:55:38-0700,,,2021-10-17T17:13:28.711Z
7391436790,https://vancouver.craigslist.org/bnc/apa/d/burnaby-br-basement-rental-approx-900/7391436790.html,"$1,825",2,900,49.279266,-123.014212,23,Frances st near Madison street,,"Beautiful and quiet neighbourhood in Willingdon heights, 2 bedroom basement suite for rental, 1.5 bath, separate entrance, shared laundry (separate days), utilities included, no cable. 2 blocks from Hastings/Gilmore.

Recently renovated:

-brand new kitchen with stone countertop
-brand new vanity in bathroom
-brand new laminate floors
-freshly painted

Looking for clean and respectful tenants for minimum 6 months rental. Must go through credit and professional background check. No smoking/vaping or pets.

Please email for more enquires and appointments. Must follow Covid recommendation guidelines to wear mask in showing.",2021-10-08T12:33:38-0700,2021-10-13T11:54:24-0700,,,2021-10-17T17:13:30.443Z
7392923703,https://vancouver.craigslist.org/van/apa/d/vancouver-2br-bath-near-commercial-dr/7392923703.html,"$1,400",2,,49.255100,-123.066700,25,,,"2 Bedroom
1 Bathroom

Ground floor of house
Laundry on site
Utilities included
Walkable distance to Commercial Dr
Skytrain and buses nearby
Parking on street

Please reply with phone number",2021-10-11T20:44:54-0700,2021-10-16T17:37:42-0700,,,2021-10-17T17:13:31.979Z
7392923406,https://vancouver.craigslist.org/rds/apa/d/surrey-renovated-2nd-level-bedroom/7392923406.html,"$2,350",3,1600,49.154654,-122.802429,5,(google map),,"a nice and cozy three bedroom suite in a house located in 152st and 85 ave.

-Three bedroom
-Two bathroom
-Walking distance to bus stop
-Close to schools, Mall, restaurant
- Separate entrance
- Laundry available (washer and dryer)
- Lots of parkings

-NO smoking, No marijuana, No parties
-Looking for a quiet, long-term tenant

Please call or text the phone show contact info

",2021-10-11T20:43:17-0700,2021-10-15T19:29:55-0700,,,2021-10-17T17:13:33.541Z
7387752925,https://vancouver.craigslist.org/pml/apa/d/coquitlam-burke-mountain-coquitlam/7387752925.html,"$1,550",2,,49.297568,-122.752733,5,coast meridian near Queenston,,"-Bright and Spacious 2 Bedrooms Ground level walkout Suite
- Living/Dining Room and kitchen
- Full size Bathroom with tub
- Close to shopping @ Shoppers Drug mart, TD Bank, Foothills Medical clinic, 7 Eleven
- Washer and Dryer
- Fridge, Stove, Dishwasher and Microwave
- Transit to door step
- few steps to walk to New Smily Creek Elementary school and parks.
-Close to Douglas College and Pinetree Schools.
- Shared Utilities
No Pets, No Smoking, No Cannabis
Please be advised a Credit check, References, Verification of employment and Proof of income required.

Please give me your contact phone number if interested for viewing

Available Now",2021-09-30T12:33:03-0700,2021-10-14T18:00:48-0700,,,2021-10-17T17:13:35.247Z
7392923169,https://vancouver.craigslist.org/van/apa/d/vancouver-bedroom-apartment-downtown/7392923169.html,"$2,995",2,900,49.278932,-123.115357,5,Robson near Hamilton,,"Excellent Location in Downtown/Yaletown Vancouver (Located at Robson Street)
Well Planed, spacious, in a Highrise Downtown Vancouver condo with excellent view , with a den and balcony
Large two bedrooms & den
Walk to Yale Town, False Creek, the West End and Chinatown amenities in minutes
Secured Underground Parking comes with the unit
Bike room access is included
State of the art gym, hot tub, steam and sauna rooms
Bright & Big Living Area
Well-lit Unit with no blocking views from other building
Gleaming Hardwood Floors
High End Appliances
Fully Equipped Modern Open Kitchen, Fridge, Microwave, Flattop Stove and Dishwasher
In suite Washer & Dryer
Meeting Room
Concierge, State of the Art Security System
Hot Water Included
Walking distance to Yaletown, Pacific Centre, grocery stores (COSTCO, Market Place IGA, T&T, etc.), BC Place, Rogers Arena, Main Library and QE Theatre.

Only a Few Blocks Away From Sky Train, Canada Line, Water front Station, False Creek, Coal Harbor, and Seawall.

Non-Smoking
No Pets
Unfurnished
1 year Lease Required, Extendable
References Required
Available November 1st, 2021.
For viewing please contact me at show contact info
",2021-10-11T20:42:04-0700,2021-10-14T10:26:24-0700,,,2021-10-17T17:13:36.853Z
7392923379,https://vancouver.craigslist.org/rds/apa/d/white-rock-house-for-sale/7392923379.html,"$2,200",3,,49.025900,-122.805800,25,,,"House for rent , In very good family oriented neighborhood in whitework, amenities are walking distance , clean house, large back yard and lots of parking. Students welcome, contact only by text message, will call back, 6 Months lease , than month to month",2021-10-11T20:43:09-0700,,,,2021-10-17T17:13:38.539Z
7392922620,https://vancouver.craigslist.org/bnc/apa/d/vancouver-iso-retro-space-for-video/7392922620.html,,,,,,,,,,,,2021-10-17T17:13:40.078Z,This posting has been flagged for removal. [?],2021-10-17T17:13:40.078Z
7392922180,https://vancouver.craigslist.org/van/apa/d/vancouver-years-old-bedroom-suite/7392922180.html,,,,,,,,,,,,2021-10-17T17:13:41.387Z,This posting has been deleted by its author.,2021-10-17T17:13:41.387Z
7392922116,https://vancouver.craigslist.org/van/apa/d/vancouver-vancouver-east-upstairs/7392922116.html,"$2,500",3,,49.249705,-123.036318,5,3205 E 23Ave,,"Vancouver East Upstairs 3 bedrooms
Available: NOW
Rent: $2500/Month

Features:
- 3 Bedrooms
- 2 Bathrooms
- Large living room
- Kitchen Features: Electric stove, Fridge, Dishwasher
- Private Washer and Dryer
- Utilities and wifi: Not Included

Additional Info:
- No Smoking
- No Pets
- No Parties",2021-10-11T20:36:41-0700,,,,2021-10-17T17:13:42.819Z
7392916991,https://vancouver.craigslist.org/rds/apa/d/surrey-bed-metro-vancouver-surrey/7392916991.html,"$1,700",2,600,49.191700,-122.853200,99,,,"Walk to SFU (Simon Fraser University), Kwantlen University, Surrey Central Skytrain Station 5 mins. 🚶‍♂️🏫

""Luxurious"", ""Posh"", ""Modern"" NEW 2 bedroom apartment ready for rent

Includes all NEW appliances 🏰

* In suite laundry washer/dryer
* Quartz countertops
* Stainless Steel European appliances

* Stylish Euro cabinetry
* Deep soaker bathtub 🛁🛀🚿
* Massive Fitness studio 🏋️‍♀️🥊

* Private garage parking for 1 vehicle, plus visitor 🏎
EV charging 🔌🔋
* Spectacular view of Park 🏕
* Modern Security System 🎥
* 24hr concierge 💂‍♀️
* Block Watch ♿️
* No Smoking ❤🚭❤
* No Drugs
* Move in/out fee
* heating, water included 😍😍😍

Other Utilities are not included 🕯💡

Available: August 1st, 2022

",2021-10-11T20:10:08-0700,2021-10-16T20:43:02-0700,,,2021-10-17T17:13:44.516Z
7380915042,https://vancouver.craigslist.org/bnc/apa/d/burnaby-two-years-new-bedroom-apartment/7380915042.html,"$2,450",2,900,49.280128,-122.908630,23,9877 University Cres,,"Located in SFU campus, 968 sqft, 3rd floor
2 bedrooms, 2 bathrooms
1 parking, gym in the building
Walking distance to the university, restaurants
No smoking no pets
Credit check required
Monthly rent: $2450 (include water，furnished)
Minimum one year lease
Please call or text Jeff @ show contact info for viewing
Posted by Eco-World Property Management
",2021-09-15T17:22:22-0700,2021-10-14T19:33:04-0700,,,2021-10-17T17:13:46.408Z
7392912688,https://vancouver.craigslist.org/bnc/apa/d/burnaby-1st-floor-one-bedroom-den/7392912688.html,"$1,650",1,700,49.223076,-122.922379,23,520 11th Street,,"Large 1 bedroom,
Facing South
Quiet, and well-maintained
Huge bedroom
Huge Patio
Located on the 1st floor in a three-story building
Nice neighborhood in uptown New Westminster.
Address: 520 11th Street, New Westminster BC V3M 5W9.

For viewing call/text Mariana or Irina at show contact info
Apartment features:
* Oversized bedroom
* Large mirror closet in bedroom and entry
* Living room and large bathroom (with tub)
* Laminate hardwood flooring (no carpet!)
* Renovated bathroom.
* Large vanity and medicine cabinet
* L-shaped new kitchen with lots of counter space
* Bright apartment with lots of natural light
* Fridge, stove, and dishwasher
* Unfurnished

Building features:
* Three-story building (Member of Crime Free Multi-Housing)
* Laundry in the building
* Secured underground parking
* Elevator
* Included in rent: heat and hot water
* Close to schools, buses, easy walk to Moody Park, Royal Mall, Walmart, Save-on-Foods, library, restaurants.
* Rent includes heat and hot water.

Policies:
*No pets
*One year lease
*Tenant insurance mandatory
*Available SEPT 1st

To arrange an appointment for viewing please call or text at show contact info Mariana/Irina or visit www.hrent.me

Bedrooms: 1 + DEN
Bathrooms: 1
Size: 700 sq ft
Floor: 1st

THE NEIGHBOURHOOD
Transportation: 15 min walk to Skytrain station
Shopping: Shops at New West, Royal City Centre, River Market, Highgate Village Shopping Center, and more.
Gyms: Anytime Fitness, EZ Fit, Fit Express, Oxygen Hot Yoga and Fitness, and more.
Grocery Stores: Save-on-Foods, Safeway, Donalds Market, Victoria Food Market.
Resources/Activities: Close to Douglas College and New Westminster City Hall
Parks: Westminster Pier Park, Simcoe Park, Friendship Garden Moody Park, Quayside Park, and more.
Schools: Douglas College New West, Fraser River Middle School, Purpose Independent Secondary School, Graham Montessori, and more.

Vancouver, Coquitlam, Burnaby, Richmond, Langley, Surrey, New Westminster, North, South, East, West, Basement, Suite, Condo, Apartment, 1, 2, 3, one, two, three, bedroom, washroom, bathroom, bachelor, studio, Downtown, Airport, YVR, Fraser, River, Canada, Line, Skytrain, Kerrisdale, Granville, Oak, Cambie, Main, UBC, Langara, Joyce, Collingwood, Nanaimo, Ave, Avenue, Street, Station, Victoria, Drive, Kingsway, Rupert, Knight, Boundary, Metrotown, Metro, Transit, School, Luxury, Shaughnessy, Harbor, Coal, False, Creek, Ambleside, Marine, Beach, Crescent, Landing, Kings, Mariner, Barclay, Place, Landmark, Shaw, Unfurnished, Marinaside, Tower, Hotel, Residences, Terraces, Fairmont, Imperial, Azura, Aquarius, Capitol, Electra, Elan, Seymour, Yale, Yaletown, Beatty, Century, Governor, Coopers, Resort, Wall, Centre, Creekside, Community, Center, Strathcona, Commercial, Chinatown, Concert, Onni, St, Pauls, Cressey, Concord, Casino, Development, Max, Metropolis, Villas, Metropolitan, Point, Park, Sea, Seawall, Trump, Shangri, La, Hastings, Oakridge, Gastown, VGH, Olympic, Village, Opsal, English, Bay, Sunset, Elementary, High, Bridge, New, Brand, Renovated, House, Rent, bdrm, bdrms, Arbutus, Kitsilano, Point, Grey, Mt, Pleasant, Mt., Dunbar, Bike, Air, Conditioning, Garage, Short, Term, Lease, Home, Gym, Shopping, Mall, Cinema, Townhouse, Townhome, Ash, International, Language, Bus, Family, Couples, Professionals, Doctors, Nurses, Convenient, Student, Students, Roommates, Inclusive, Utilities, Included, End, Garden, Penthouse, SFU, VCC, VFS, Film, Crosstown, Robson, Georgia, Nordstrom, Telus, Shaw, Island, Smithe, Richards, Homer, Seymour, Rogers, Arena, BC, Place, Children’s, Stanley, Estate, Mansion, Pet, Pets, Dog, Dogs, Cats, Cat, Friendly, Quiet, Ferry, View, Marpole, Large, E, W, District, Waterfront, Ocean, Concierge, Views, Mountain, Expo, Line, Pier, Available, Now, Corporate, Office, Internet, Agency, Agent, Real, Pacific, Private, Road, Library, General, Denman, Square, Hall,
",2021-10-11T19:49:49-0700,,,,2021-10-17T17:13:48.099Z
